image_id,skin_tone_group,split_name,image_height,image_width,bbox_xmin,bbox_ymin,bbox_xmax,bbox_ymax,bbox_width,bbox_height,lesion_pixels,lesion_area_fraction,core_lesion_purity,skin_percentage,lesion_spillover,marker_contamination,ruler_contamination,other_background_percentage,invalid_empty_fraction,skin_proxy_purity,has_marker,has_ruler,delta_l,delta_ita,delta_e_ab,delta_a,delta_b,delta_l_clean,delta_ita_clean,delta_e_ab_clean,delta_a_clean,delta_b_clean,core_valid_pixels,skin_valid_pixels,b_star_singular_pixels,morphological_difficulty_class_a,shape_complexity,contour_tortuosity,scale_difficulty,boundary_gradient,boundary_ambiguity_class_c,is_synthetic_rendering
000326,FST_I_II_Light,test_light,256,256,108,167,121,179,13,12,118,0.001801,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,False,False,55.0385,129.285,55.1848,-2.8438,2.8359,55.0385,129.285,55.1848,-2.8438,2.8359,42,186,0,0.3153,0.1726,0.1172,0.9695,548.8164,0.0,True
000330,FST_I_II_Light,test_light,256,256,116,110,136,119,20,9,139,0.002121,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,False,False,55.1758,130.4344,55.3472,-2.0859,3.8203,55.1758,130.4344,55.3472,-2.0859,3.8203,50,210,0,0.3862,0.3137,0.1218,0.9641,507.9033,0.0,True
000335,FST_I_II_Light,test_light,256,256,90,174,153,252,63,78,3697,0.056412,1.0,0.991625,0.0,0.0,0.008375,0.0,0.0,0.991625,False,True,54.9347,128.4559,55.0589,-2.4531,2.7656,54.9164,128.4043,55.0414,-2.4062,2.8203,1178,4776,40,0.1092,0.145,0.1224,0.0,482.0848,0.0,True
000346,FST_I_II_Light,test_light,256,256,131,135,144,149,13,14,146,0.002228,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,False,False,54.9133,128.1387,55.0201,-2.3594,2.4844,54.9133,128.1387,55.0201,-2.3594,2.4844,42,236,0,0.2863,0.1151,0.1214,0.9614,482.9962,0.0,True
000349,FST_I_II_Light,test_light,256,256,101,102,127,146,26,44,925,0.014114,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,False,False,54.7882,128.587,54.915,-2.6953,2.5781,54.7882,128.587,54.915,-2.6953,2.5781,308,1364,0,0.2898,0.2196,0.1106,0.7342,482.4864,0.0,True
000354,FST_I_II_Light,test_light,256,256,101,122,134,173,33,51,1240,0.018921,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,False,False,54.7852,128.6129,54.9164,-2.2188,3.0781,54.7852,128.6129,54.9164,-2.2188,3.0781,425,2090,0,0.2893,0.2246,0.1631,0.6402,479.254,0.0,True
000355,FST_I_II_Light,test_light,256,256,69,82,102,127,33,45,1156,0.017639,1.0,0.734149,0.0,0.265851,0.0,0.0,0.0,0.734149,True,False,54.6143,127.991,54.6891,-1.6406,2.3438,55.0903,128.7508,55.287,-3.0938,3.4844,391,1798,0,0.2604,0.1725,0.1374,0.6648,620.7221,0.0,True
000358,FST_I_II_Light,test_light,256,256,55,146,71,171,16,25,312,0.004761,1.0,0.790984,0.0,0.209016,0.0,0.0,0.0,0.790984,True,False,54.6082,128.9688,54.7056,-1.8047,2.7188,54.7577,130.2431,54.8881,-2.1953,3.0781,104,488,0,0.3254,0.2089,0.1272,0.9141,900.0324,0.0,True
000366,FST_I_II_Light,test_light,256,256,108,95,161,160,53,65,2765,0.042191,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,False,False,54.8645,128.1272,54.9976,-2.6406,2.7656,54.8645,128.1272,54.9976,-2.6406,2.7656,891,4218,0,0.1456,0.1421,0.1265,0.183,484.5701,0.0,True
000370,FST_I_II_Light,test_light,256,256,143,97,165,116,22,19,336,0.005127,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,False,False,54.8798,128.2191,55.003,-2.4453,2.75,54.8798,128.2191,55.003,-2.4453,2.75,90,568,0,0.2876,0.1415,0.1184,0.9068,488.2512,0.0,True
000371,FST_I_II_Light,test_light,256,256,121,149,147,174,26,25,480,0.007324,1.0,0.861111,0.0,0.138889,0.0,0.0,0.0,0.861111,True,False,54.6783,127.8624,54.7612,-2.0,2.25,54.9744,128.5801,55.1099,-2.8047,2.6562,182,756,0,0.2932,0.1489,0.153,0.8643,562.5022,0.0,True
000373,FST_I_II_Light,test_light,256,256,144,118,159,128,15,10,106,0.001617,1.0,0.290698,0.0,0.709302,0.0,0.0,0.0,0.290698,True,False,-2.3773,-96.6454,100.4245,44.1094,-90.1875,55.191,129.0576,55.3903,-2.6719,3.8594,42,172,0,0.3656,0.2452,0.1613,0.973,932.5674,0.0,True
000375,FST_I_II_Light,test_light,256,256,146,109,168,123,22,14,234,0.003571,1.0,0.840909,0.0,0.159091,0.0,0.0,0.0,0.840909,True,False,54.7607,126.7325,54.814,-1.5234,1.875,55.1758,127.3024,55.2683,-2.0859,2.4219,60,440,0,0.3189,0.1899,0.1223,0.9364,781.198,0.0,True
000377,FST_I_II_Light,test_light,256,256,106,87,126,103,20,16,236,0.003601,1.0,0.91,0.0,0.09,0.0,0.0,0.0,0.91,True,False,54.8767,128.5848,55.0242,-2.7109,2.9766,55.0171,128.5848,55.2196,-3.2578,3.4219,80,400,0,0.35,0.2185,0.1786,0.9361,515.6109,0.0,True
000381,FST_I_II_Light,test_light,256,256,108,116,133,133,25,17,323,0.004929,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,False,False,55.2002,128.9897,55.3551,-2.9141,2.9375,55.2002,128.9897,55.3551,-2.9141,2.9375,117,500,0,0.334,0.213,0.1509,0.9109,491.9525,0.0,True
000386,FST_I_II_Light,test_light,256,256,126,104,145,117,19,13,179,0.002731,0.984127,1.0,0.0,0.0,0.0,0.0,0.0,1.0,False,False,54.9103,128.0261,55.0021,-2.2578,2.2344,54.9103,128.0261,55.0021,-2.2578,2.2344,63,304,0,0.342,0.2352,0.1131,0.9524,490.1214,0.0,True
000387,FST_I_II_Light,test_light,256,256,119,153,160,175,41,22,687,0.010483,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,False,False,55.1117,129.2339,55.2554,-2.6016,3.0156,55.1117,129.2339,55.2554,-2.6016,3.0156,210,1172,0,0.3413,0.2967,0.1064,0.8053,489.7673,0.0,True
000388,FST_I_II_Light,test_light,256,256,117,127,146,148,29,21,479,0.007309,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,False,False,54.9255,127.4846,55.0668,-2.9688,2.5938,54.9255,127.4846,55.0668,-2.9688,2.5938,165,724,0,0.2805,0.1467,0.114,0.8648,492.1188,0.0,True
000389,FST_I_II_Light,test_light,256,256,118,177,128,184,10,7,53,0.000809,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,False,False,54.9957,129.9715,55.1632,-2.6953,3.3438,54.9957,129.9715,55.1632,-2.6953,3.3438,18,84,0,0.3066,0.1471,0.1184,0.9873,732.7294,0.0,True
000390,FST_I_II_Light,test_light,256,256,96,131,126,144,30,13,295,0.004501,1.0,0.960744,0.0,0.039256,0.0,0.0,0.0,0.960744,True,False,54.541,127.188,54.6454,-2.0547,2.6797,54.6082,127.4334,54.7205,-2.2578,2.6797,98,484,0,0.3863,0.3432,0.1025,0.9199,581.4703,0.0,True
000391,FST_I_II_Light,test_light,256,256,94,112,114,128,20,16,228,0.003479,1.0,0.84,0.0,0.16,0.0,0.0,0.0,0.84,True,False,54.9255,128.7895,55.0726,-2.7812,2.9062,55.127,129.7169,55.3169,-3.4062,3.0625,80,400,0,0.3171,0.1757,0.1389,0.9379,629.9541,0.0,True
000395,FST_I_II_Light,test_light,256,256,95,183,111,193,16,10,126,0.001923,1.0,0.75,0.0,0.25,0.0,0.0,0.0,0.75,True,False,54.6997,129.3191,54.8083,-2.2188,2.6406,54.834,130.1319,55.0693,-3.4766,3.7109,48,176,0,0.351,0.225,0.15,0.9675,1066.0996,0.0,True
000403,FST_I_II_Light,test_light,256,256,105,85,138,117,33,32,820,0.012512,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,False,False,54.8584,128.743,54.9816,-2.2344,2.9219,54.8584,128.743,54.9816,-2.2344,2.9219,272,1296,0,0.2574,0.1267,0.1376,0.7639,485.1709,0.0,True
000405,FST_I_II_Light,test_light,256,256,95,78,132,114,37,36,1030,0.015717,1.0,0.811966,0.0,0.188034,0.0,0.0,0.0,0.811966,True,False,54.7638,126.8623,54.8271,-2.0859,1.6094,54.9164,127.2585,55.0154,-2.2891,2.375,342,1638,0,0.2471,0.1348,0.1312,0.7017,502.0855,0.0,True
000406,FST_I_II_Light,test_light,256,256,86,85,185,151,99,66,4613,0.070389,1.0,0.765741,0.0,0.234259,0.0,0.0,0.0,0.765741,True,False,54.6021,127.6015,54.6792,-1.9609,2.1406,54.7363,128.4677,54.8835,-2.7734,2.9062,1666,8068,0,0.2033,0.3235,0.1386,0.0,526.6855,0.0,True
000407,FST_I_II_Light,test_light,256,256,111,145,124,160,13,15,145,0.002213,0.979592,0.578512,0.0,0.128099,0.293388,0.0,0.0,0.578512,True,True,55.2765,128.9325,55.3742,-3.2422,0.5469,55.1941,127.6812,55.3507,-2.7656,3.1094,49,242,71,0.3309,0.2295,0.0789,0.9622,845.109,0.0,True
000408,FST_I_II_Light,test_light,256,256,118,150,127,164,9,14,94,0.001434,1.0,0.43125,0.0,0.56875,0.0,0.0,0.0,0.43125,True,False,-2.4872,-98.9598,101.8636,44.1484,-91.7656,55.191,127.3614,55.2657,-2.1328,1.9219,30,160,0,0.3618,0.2297,0.1724,0.9763,1109.3391,0.0,True
000411,FST_I_II_Light,test_light,256,256,115,75,123,89,8,14,93,0.001419,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,False,False,55.2765,127.9005,55.5323,-4.6094,2.6641,55.2765,127.9005,55.5323,-4.6094,2.6641,24,152,0,0.3499,0.2342,0.125,0.9768,496.7543,0.0,True
000415,FST_I_II_Light,test_light,256,256,113,218,144,250,31,32,748,0.011414,1.0,0.810256,0.0,0.189744,0.0,0.0,0.0,0.810256,True,False,54.5624,127.1977,54.6439,-2.1641,2.0547,54.9164,127.2421,55.075,-2.7891,3.1094,240,1170,0,0.283,0.1825,0.1152,0.7859,597.2426,0.0,True
000417,FST_I_II_Light,test_light,256,256,91,117,171,156,80,39,1538,0.023468,0.876316,0.946717,0.0,0.053283,0.0,0.0,0.0,0.946717,True,False,54.715,127.425,54.8081,-2.2031,2.3125,54.715,127.7743,54.8081,-2.2031,2.3125,760,3960,0,0.5076,0.6876,0.1712,0.5622,581.1609,0.0,True
000422,FST_I_II_Light,test_light,256,256,105,112,119,125,14,13,139,0.002121,1.0,0.966102,0.0,0.033898,0.0,0.0,0.0,0.966102,True,False,54.8065,127.7052,54.8787,-1.6797,2.2578,54.8584,127.7052,54.9411,-1.8438,2.3828,42,236,0,0.3155,0.1641,0.1357,0.9635,669.7285,0.0,True
000433,FST_I_II_Light,test_light,256,256,211,58,228,75,17,17,231,0.003525,1.0,0.821429,0.0,0.178571,0.0,0.0,0.0,0.821429,True,False,54.9164,128.9949,55.0667,-3.0859,2.6484,55.0049,130.2616,55.1777,-3.4688,2.6484,81,336,0,0.291,0.1529,0.0904,0.9373,771.9676,0.0,True
000438,FST_I_II_Light,test_light,256,256,126,144,132,151,6,7,31,0.000473,1.0,0.75,0.0,0.25,0.0,0.0,0.0,0.75,True,False,55.2399,134.3906,55.5702,-3.8906,4.6328,55.6213,134.8646,56.2355,-5.4531,6.2422,6,68,0,0.3035,0.1175,0.1538,0.9931,1447.6155,0.0,True
000439,FST_I_II_Light,test_light,256,256,94,120,106,131,12,11,79,0.001205,1.0,0.988506,0.0,0.011494,0.0,0.0,0.0,0.988506,True,False,54.7974,129.3004,54.9893,-3.0156,3.4609,54.8096,129.3004,55.0037,-3.0469,3.4688,30,174,0,0.4355,0.3565,0.2037,0.9806,514.3725,0.0,True
000010,FST_III_IV_Medium,test_med,256,256,89,110,125,129,36,19,525,0.008011,1.0,0.877551,0.0,0.0,0.122449,0.0,0.0,0.877551,False,True,42.4469,99.5783,43.5874,2.9844,9.4453,42.1173,98.9008,43.3796,3.2969,9.8516,162,882,108,0.3292,0.2618,0.0929,0.8523,425.6129,0.0,True
000057,FST_III_IV_Medium,test_med,256,256,135,100,154,120,19,20,294,0.004486,1.0,0.908163,0.0,0.091837,0.0,0.0,0.0,0.908163,True,False,42.3462,100.2853,43.7677,2.9766,10.6562,42.5018,100.2853,43.9952,2.3984,11.1094,90,490,0,0.3078,0.173,0.125,0.9191,393.4886,0.0163,True
000064,FST_III_IV_Medium,test_med,256,256,90,50,125,70,35,20,497,0.007584,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,False,False,42.3462,99.8877,43.6732,2.9062,10.2812,42.3462,99.8877,43.6732,2.9062,10.2812,170,890,0,0.3549,0.2846,0.1349,0.8605,375.1189,0.0622,True
000070,FST_III_IV_Medium,test_med,256,256,80,88,136,134,56,46,1860,0.028381,1.0,0.841404,0.0,0.158596,0.0,0.0,0.0,0.841404,True,False,42.0166,100.0433,43.3708,3.8125,10.0547,42.1326,100.7082,43.5196,3.8125,10.2109,616,3304,0,0.2237,0.175,0.1515,0.4539,526.5088,0.0,True
000099,FST_III_IV_Medium,test_med,256,256,96,122,109,131,13,9,86,0.001312,1.0,0.638462,0.0,0.361538,0.0,0.0,0.0,0.638462,True,False,41.6199,98.1065,42.8266,5.1016,8.7109,42.1814,99.0432,43.634,3.0156,10.75,35,130,0,0.3495,0.2132,0.1574,0.9785,1149.0701,0.0,True
000100,FST_III_IV_Medium,test_med,256,256,160,70,186,105,26,35,671,0.010239,1.0,0.85779,0.0,0.14221,0.0,0.0,0.0,0.85779,True,False,42.1692,98.9961,43.3846,3.3906,9.6172,42.1997,98.9961,43.543,3.375,10.1875,238,1104,0,0.3101,0.2102,0.1441,0.8088,376.2658,0.0593,True
000110,FST_III_IV_Medium,test_med,256,256,104,127,111,136,7,9,53,0.000809,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,False,False,41.8335,98.3379,43.0892,2.3203,10.0625,41.8335,98.3379,43.0892,2.3203,10.0625,15,80,0,0.3248,0.1903,0.1071,0.9876,375.8848,0.0603,True
000184,FST_III_IV_Medium,test_med,256,256,114,153,127,161,13,8,73,0.001114,1.0,0.66129,0.0,0.33871,0.0,0.0,0.0,0.66129,True,False,41.7847,96.3091,42.8083,4.0078,8.3984,42.1631,97.4591,43.2975,2.9609,9.3906,28,124,0,0.4247,0.3546,0.1696,0.9826,1049.2135,0.0,True
000194,FST_III_IV_Medium,test_med,256,256,114,108,144,141,30,33,755,0.01152,1.0,0.94462,0.0,0.0,0.05538,0.0,0.0,0.94462,False,True,42.2607,100.0212,43.6017,2.9922,10.3047,42.1387,100.0212,43.4916,3.1094,10.3047,238,1264,70,0.3208,0.2306,0.1621,0.7841,368.4915,0.0788,True
000224,FST_III_IV_Medium,test_med,256,256,111,72,150,123,39,51,1446,0.022064,1.0,0.947533,0.0,0.052467,0.0,0.0,0.0,0.947533,True,False,42.1448,98.9986,43.4426,3.2812,10.0156,42.2546,98.9986,43.5913,2.9531,10.2969,475,2554,0,0.3004,0.2785,0.1508,0.5793,370.4291,0.0739,True
000243,FST_III_IV_Medium,test_med,256,256,118,152,125,159,7,7,45,0.000687,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,False,False,42.4744,101.7105,43.8812,2.6953,10.6875,42.4744,101.7105,43.8812,2.6953,10.6875,9,72,0,0.3001,0.1491,0.0921,0.9898,368.6689,0.0783,True
000443,FST_III_IV_Medium,test_med,256,256,115,141,147,161,32,20,474,0.007233,1.0,0.95375,0.0,0.04625,0.0,0.0,0.0,0.95375,True,False,42.2974,99.6124,43.6462,2.9609,10.3516,42.2974,100.0557,43.6462,2.9609,10.3516,160,800,0,0.3734,0.2979,0.17,0.8674,378.4316,0.0539,True
000444,FST_III_IV_Medium,test_med,256,256,149,118,167,127,18,9,128,0.001953,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,False,False,43.0145,101.893,44.6882,3.8828,11.4766,43.0145,101.893,44.6882,3.8828,11.4766,50,176,0,0.3759,0.2879,0.1284,0.9672,383.8217,0.0404,True
000446,FST_III_IV_Medium,test_med,256,256,129,41,137,52,8,11,71,0.001083,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,False,False,42.0288,99.0948,43.4903,3.2812,10.6875,42.0288,99.0948,43.4903,3.2812,10.6875,20,116,0,0.3266,0.1664,0.1562,0.9826,373.3221,0.0667,True
000447,FST_III_IV_Medium,test_med,256,256,106,124,145,160,39,36,1069,0.016312,1.0,0.691358,0.0,0.259259,0.049383,0.0,0.0,0.691358,True,True,42.0288,99.0848,43.1921,3.625,9.2734,42.3523,100.2978,43.6189,2.4297,10.1484,342,1782,88,0.2463,0.1424,0.1238,0.6901,486.9323,0.0,True
000451,FST_III_IV_Medium,test_med,256,256,98,119,137,148,39,29,900,0.013733,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,False,False,42.3004,99.9823,43.6032,2.8516,10.1875,42.3004,99.9823,43.6032,2.8516,10.1875,285,1406,0,0.2656,0.1591,0.1263,0.7408,369.72,0.0757,True
000452,FST_III_IV_Medium,test_med,256,256,101,124,125,142,24,18,306,0.004669,0.991667,0.791667,0.0,0.208333,0.0,0.0,0.0,0.791667,True,False,41.7175,98.7073,43.0236,4.2109,9.6406,41.8274,99.7624,43.0868,3.7422,9.6406,120,504,0,0.3527,0.2589,0.1336,0.9161,606.1757,0.0,True
000453,FST_III_IV_Medium,test_med,256,256,117,101,152,126,35,25,667,0.010178,1.0,0.888582,0.0,0.111418,0.0,0.0,0.0,0.888582,True,False,42.1448,99.5667,43.413,3.6875,9.7422,42.1631,99.5667,43.5586,3.6875,10.2969,221,1086,0,0.2867,0.171,0.1311,0.8096,482.2455,0.0,True
000454,FST_III_IV_Medium,test_med,256,256,41,163,78,188,37,25,712,0.010864,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,False,False,42.1417,99.4224,43.5178,3.1484,10.3906,42.1417,99.4224,43.5178,3.1484,10.3906,247,1110,0,0.2915,0.1825,0.1366,0.7964,370.4432,0.0739,True
000457,FST_III_IV_Medium,test_med,256,256,102,63,157,102,55,39,1699,0.025925,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,False,False,42.2302,99.9827,43.5711,2.7812,10.3594,42.2302,99.9827,43.5711,2.7812,10.3594,513,2752,0,0.2101,0.1594,0.0996,0.5024,370.1371,0.0747,True
000459,FST_III_IV_Medium,test_med,256,256,82,79,130,118,48,39,1512,0.023071,1.0,0.765993,0.0,0.234007,0.0,0.0,0.0,0.765993,True,False,41.9312,99.705,43.2555,3.8516,9.8984,42.4011,100.8161,43.8287,3.0078,10.6797,456,2376,0,0.2113,0.1352,0.1069,0.5581,480.5812,0.0,True
