image_id,split_name,split_role,skin_tone_group,mask_path,image_path,image_available
000377,test_light,test,FST_I_II_Light,/tmp/fedd_repo/ddi_labels/testing/test_light/000377.npy,,False
000381,test_light,test,FST_I_II_Light,/tmp/fedd_repo/ddi_labels/testing/test_light/000381.npy,,False
000386,test_light,test,FST_I_II_Light,/tmp/fedd_repo/ddi_labels/testing/test_light/000386.npy,,False
000387,test_light,test,FST_I_II_Light,/tmp/fedd_repo/ddi_labels/testing/test_light/000387.npy,,False
000388,test_light,test,FST_I_II_Light,/tmp/fedd_repo/ddi_labels/testing/test_light/000388.npy,,False
000389,test_light,test,FST_I_II_Light,/tmp/fedd_repo/ddi_labels/testing/test_light/000389.npy,,False
000390,test_light,test,FST_I_II_Light,/tmp/fedd_repo/ddi_labels/testing/test_light/000390.npy,,False
000391,test_light,test,FST_I_II_Light,/tmp/fedd_repo/ddi_labels/testing/test_light/000391.npy,,False
000395,test_light,test,FST_I_II_Light,/tmp/fedd_repo/ddi_labels/testing/test_light/000395.npy,,False
000403,test_light,test,FST_I_II_Light,/tmp/fedd_repo/ddi_labels/testing/test_light/000403.npy,,False
000405,test_light,test,FST_I_II_Light,/tmp/fedd_repo/ddi_labels/testing/test_light/000405.npy,,False
000406,test_light,test,FST_I_II_Light,/tmp/fedd_repo/ddi_labels/testing/test_light/000406.npy,,False
000407,test_light,test,FST_I_II_Light,/tmp/fedd_repo/ddi_labels/testing/test_light/000407.npy,,False
000408,test_light,test,FST_I_II_Light,/tmp/fedd_repo/ddi_labels/testing/test_light/000408.npy,,False
000411,test_light,test,FST_I_II_Light,/tmp/fedd_repo/ddi_labels/testing/test_light/000411.npy,,False
000415,test_light,test,FST_I_II_Light,/tmp/fedd_repo/ddi_labels/testing/test_light/000415.npy,,False
000417,test_light,test,FST_I_II_Light,/tmp/fedd_repo/ddi_labels/testing/test_light/000417.npy,,False
000422,test_light,test,FST_I_II_Light,/tmp/fedd_repo/ddi_labels/testing/test_light/000422.npy,,False
000433,test_light,test,FST_I_II_Light,/tmp/fedd_repo/ddi_labels/testing/test_light/000433.npy,,False
000438,test_light,test,FST_I_II_Light,/tmp/fedd_repo/ddi_labels/testing/test_light/000438.npy,,False
000439,test_light,test,FST_I_II_Light,/tmp/fedd_repo/ddi_labels/testing/test_light/000439.npy,,False
000010,test_med,test,FST_III_IV_Medium,/tmp/fedd_repo/ddi_labels/testing/test_med/000010.npy,,False
000057,test_med,test,FST_III_IV_Medium,/tmp/fedd_repo/ddi_labels/testing/test_med/000057.npy,,False
000064,test_med,test,FST_III_IV_Medium,/tmp/fedd_repo/ddi_labels/testing/test_med/000064.npy,,False
000070,test_med,test,FST_III_IV_Medium,/tmp/fedd_repo/ddi_labels/testing/test_med/000070.npy,,False
000099,test_med,test,FST_III_IV_Medium,/tmp/fedd_repo/ddi_labels/testing/test_med/000099.npy,,False
000100,test_med,test,FST_III_IV_Medium,/tmp/fedd_repo/ddi_labels/testing/test_med/000100.npy,,False
000110,test_med,test,FST_III_IV_Medium,/tmp/fedd_repo/ddi_labels/testing/test_med/000110.npy,,False
000184,test_med,test,FST_III_IV_Medium,/tmp/fedd_repo/ddi_labels/testing/test_med/000184.npy,,False
000194,test_med,test,FST_III_IV_Medium,/tmp/fedd_repo/ddi_labels/testing/test_med/000194.npy,,False
000224,test_med,test,FST_III_IV_Medium,/tmp/fedd_repo/ddi_labels/testing/test_med/000224.npy,,False
000243,test_med,test,FST_III_IV_Medium,/tmp/fedd_repo/ddi_labels/testing/test_med/000243.npy,,False
000443,test_med,test,FST_III_IV_Medium,/tmp/fedd_repo/ddi_labels/testing/test_med/000443.npy,,False
000444,test_med,test,FST_III_IV_Medium,/tmp/fedd_repo/ddi_labels/testing/test_med/000444.npy,,False
000446,test_med,test,FST_III_IV_Medium,/tmp/fedd_repo/ddi_labels/testing/test_med/000446.npy,,False
000447,test_med,test,FST_III_IV_Medium,/tmp/fedd_repo/ddi_labels/testing/test_med/000447.npy,,False
000451,test_med,test,FST_III_IV_Medium,/tmp/fedd_repo/ddi_labels/testing/test_med/000451.npy,,False
000452,test_med,test,FST_III_IV_Medium,/tmp/fedd_repo/ddi_labels/testing/test_med/000452.npy,,False
000453,test_med,test,FST_III_IV_Medium,/tmp/fedd_repo/ddi_labels/testing/test_med/000453.npy,,False
000454,test_med,test,FST_III_IV_Medium,/tmp/fedd_repo/ddi_labels/testing/test_med/000454.npy,,False
000457,test_med,test,FST_III_IV_Medium,/tmp/fedd_repo/ddi_labels/testing/test_med/000457.npy,,False
000459,test_med,test,FST_III_IV_Medium,/tmp/fedd_repo/ddi_labels/testing/test_med/000459.npy,,False
000461,test_med,test,FST_III_IV_Medium,/tmp/fedd_repo/ddi_labels/testing/test_med/000461.npy,,False
000466,test_med,test,FST_III_IV_Medium,/tmp/fedd_repo/ddi_labels/testing/test_med/000466.npy,,False
000469,test_med,test,FST_III_IV_Medium,/tmp/fedd_repo/ddi_labels/testing/test_med/000469.npy,,False
000470,test_med,test,FST_III_IV_Medium,/tmp/fedd_repo/ddi_labels/testing/test_med/000470.npy,,False
000473,test_med,test,FST_III_IV_Medium,/tmp/fedd_repo/ddi_labels/testing/test_med/000473.npy,,False
000475,test_med,test,FST_III_IV_Medium,/tmp/fedd_repo/ddi_labels/testing/test_med/000475.npy,,False
000482,test_med,test,FST_III_IV_Medium,/tmp/fedd_repo/ddi_labels/testing/test_med/000482.npy,,False
000486,test_med,test,FST_III_IV_Medium,/tmp/fedd_repo/ddi_labels/testing/test_med/000486.npy,,False
000488,test_med,test,FST_III_IV_Medium,/tmp/fedd_repo/ddi_labels/testing/test_med/000488.npy,,False
000491,test_med,test,FST_III_IV_Medium,/tmp/fedd_repo/ddi_labels/testing/test_med/000491.npy,,False
000495,test_med,test,FST_III_IV_Medium,/tmp/fedd_repo/ddi_labels/testing/test_med/000495.npy,,False
000498,test_med,test,FST_III_IV_Medium,/tmp/fedd_repo/ddi_labels/testing/test_med/000498.npy,,False
000503,test_med,test,FST_III_IV_Medium,/tmp/fedd_repo/ddi_labels/testing/test_med/000503.npy,,False
000513,test_med,test,FST_III_IV_Medium,/tmp/fedd_repo/ddi_labels/testing/test_med/000513.npy,,False
000514,test_med,test,FST_III_IV_Medium,/tmp/fedd_repo/ddi_labels/testing/test_med/000514.npy,,False
000516,test_med,test,FST_III_IV_Medium,/tmp/fedd_repo/ddi_labels/testing/test_med/000516.npy,,False
000517,test_med,test,FST_III_IV_Medium,/tmp/fedd_repo/ddi_labels/testing/test_med/000517.npy,,False
000526,test_med,test,FST_III_IV_Medium,/tmp/fedd_repo/ddi_labels/testing/test_med/000526.npy,,False
000527,test_med,test,FST_III_IV_Medium,/tmp/fedd_repo/ddi_labels/testing/test_med/000527.npy,,False
000529,test_med,test,FST_III_IV_Medium,/tmp/fedd_repo/ddi_labels/testing/test_med/000529.npy,,False
000535,test_med,test,FST_III_IV_Medium,/tmp/fedd_repo/ddi_labels/testing/test_med/000535.npy,,False
000540,test_med,test,FST_III_IV_Medium,/tmp/fedd_repo/ddi_labels/testing/test_med/000540.npy,,False
000542,test_med,test,FST_III_IV_Medium,/tmp/fedd_repo/ddi_labels/testing/test_med/000542.npy,,False
000544,test_med,test,FST_III_IV_Medium,/tmp/fedd_repo/ddi_labels/testing/test_med/000544.npy,,False
000548,test_med,test,FST_III_IV_Medium,/tmp/fedd_repo/ddi_labels/testing/test_med/000548.npy,,False
000552,test_med,test,FST_III_IV_Medium,/tmp/fedd_repo/ddi_labels/testing/test_med/000552.npy,,False
000557,test_med,test,FST_III_IV_Medium,/tmp/fedd_repo/ddi_labels/testing/test_med/000557.npy,,False
000559,test_med,test,FST_III_IV_Medium,/tmp/fedd_repo/ddi_labels/testing/test_med/000559.npy,,False
000566,test_med,test,FST_III_IV_Medium,/tmp/fedd_repo/ddi_labels/testing/test_med/000566.npy,,False
000568,test_med,test,FST_III_IV_Medium,/tmp/fedd_repo/ddi_labels/testing/test_med/000568.npy,,False
000578,test_med,test,FST_III_IV_Medium,/tmp/fedd_repo/ddi_labels/testing/test_med/000578.npy,,False
000584,test_med,test,FST_III_IV_Medium,/tmp/fedd_repo/ddi_labels/testing/test_med/000584.npy,,False
000589,test_med,test,FST_III_IV_Medium,/tmp/fedd_repo/ddi_labels/testing/test_med/000589.npy,,False
000590,test_med,test,FST_III_IV_Medium,/tmp/fedd_repo/ddi_labels/testing/test_med/000590.npy,,False
000594,test_med,test,FST_III_IV_Medium,/tmp/fedd_repo/ddi_labels/testing/test_med/000594.npy,,False
000596,test_med,test,FST_III_IV_Medium,/tmp/fedd_repo/ddi_labels/testing/test_med/000596.npy,,False
000605,test_med,test,FST_III_IV_Medium,/tmp/fedd_repo/ddi_labels/testing/test_med/000605.npy,,False
000606,test_med,test,FST_III_IV_Medium,/tmp/fedd_repo/ddi_labels/testing/test_med/000606.npy,,False
000613,test_med,test,FST_III_IV_Medium,/tmp/fedd_repo/ddi_labels/testing/test_med/000613.npy,,False
000614,test_med,test,FST_III_IV_Medium,/tmp/fedd_repo/ddi_labels/testing/test_med/000614.npy,,False
000615,test_med,test,FST_III_IV_Medium,/tmp/fedd_repo/ddi_labels/testing/test_med/000615.npy,,False
000618,test_med,test,FST_III_IV_Medium,/tmp/fedd_repo/ddi_labels/testing/test_med/000618.npy,,False
000619,test_med,test,FST_III_IV_Medium,/tmp/fedd_repo/ddi_labels/testing/test_med/000619.npy,,False
000620,test_med,test,FST_III_IV_Medium,/tmp/fedd_repo/ddi_labels/testing/test_med/000620.npy,,False
000622,test_med,test,FST_III_IV_Medium,/tmp/fedd_repo/ddi_labels/testing/test_med/000622.npy,,False
000623,test_med,test,FST_III_IV_Medium,/tmp/fedd_repo/ddi_labels/testing/test_med/000623.npy,,False
000625,test_med,test,FST_III_IV_Medium,/tmp/fedd_repo/ddi_labels/testing/test_med/000625.npy,,False
000626,test_med,test,FST_III_IV_Medium,/tmp/fedd_repo/ddi_labels/testing/test_med/000626.npy,,False
000627,test_med,test,FST_III_IV_Medium,/tmp/fedd_repo/ddi_labels/testing/test_med/000627.npy,,False
000629,test_med,test,FST_III_IV_Medium,/tmp/fedd_repo/ddi_labels/testing/test_med/000629.npy,,False
000632,test_med,test,FST_III_IV_Medium,/tmp/fedd_repo/ddi_labels/testing/test_med/000632.npy,,False
000634,test_med,test,FST_III_IV_Medium,/tmp/fedd_repo/ddi_labels/testing/test_med/000634.npy,,False
000636,test_med,test,FST_III_IV_Medium,/tmp/fedd_repo/ddi_labels/testing/test_med/000636.npy,,False
000638,test_med,test,FST_III_IV_Medium,/tmp/fedd_repo/ddi_labels/testing/test_med/000638.npy,,False
000639,test_med,test,FST_III_IV_Medium,/tmp/fedd_repo/ddi_labels/testing/test_med/000639.npy,,False
000642,test_med,test,FST_III_IV_Medium,/tmp/fedd_repo/ddi_labels/testing/test_med/000642.npy,,False
000644,test_med,test,FST_III_IV_Medium,/tmp/fedd_repo/ddi_labels/testing/test_med/000644.npy,,False
000646,test_med,test,FST_III_IV_Medium,/tmp/fedd_repo/ddi_labels/testing/test_med/000646.npy,,False
000653,test_med,test,FST_III_IV_Medium,/tmp/fedd_repo/ddi_labels/testing/test_med/000653.npy,,False
000006,test_dark,test,FST_V_VI_Dark,/tmp/fedd_repo/ddi_labels/testing/test_dark/000006.npy,,False
000007,test_dark,test,FST_V_VI_Dark,/tmp/fedd_repo/ddi_labels/testing/test_dark/000007.npy,,False
000011,test_dark,test,FST_V_VI_Dark,/tmp/fedd_repo/ddi_labels/testing/test_dark/000011.npy,,False
000012,test_dark,test,FST_V_VI_Dark,/tmp/fedd_repo/ddi_labels/testing/test_dark/000012.npy,,False
000015,test_dark,test,FST_V_VI_Dark,/tmp/fedd_repo/ddi_labels/testing/test_dark/000015.npy,,False
000022,test_dark,test,FST_V_VI_Dark,/tmp/fedd_repo/ddi_labels/testing/test_dark/000022.npy,,False
000053,test_dark,test,FST_V_VI_Dark,/tmp/fedd_repo/ddi_labels/testing/test_dark/000053.npy,,False
000060,test_dark,test,FST_V_VI_Dark,/tmp/fedd_repo/ddi_labels/testing/test_dark/000060.npy,,False
000077,test_dark,test,FST_V_VI_Dark,/tmp/fedd_repo/ddi_labels/testing/test_dark/000077.npy,,False
000080,test_dark,test,FST_V_VI_Dark,/tmp/fedd_repo/ddi_labels/testing/test_dark/000080.npy,,False
000087,test_dark,test,FST_V_VI_Dark,/tmp/fedd_repo/ddi_labels/testing/test_dark/000087.npy,,False
000088,test_dark,test,FST_V_VI_Dark,/tmp/fedd_repo/ddi_labels/testing/test_dark/000088.npy,,False
000089,test_dark,test,FST_V_VI_Dark,/tmp/fedd_repo/ddi_labels/testing/test_dark/000089.npy,,False
000093,test_dark,test,FST_V_VI_Dark,/tmp/fedd_repo/ddi_labels/testing/test_dark/000093.npy,,False
000095,test_dark,test,FST_V_VI_Dark,/tmp/fedd_repo/ddi_labels/testing/test_dark/000095.npy,,False
000096,test_dark,test,FST_V_VI_Dark,/tmp/fedd_repo/ddi_labels/testing/test_dark/000096.npy,,False
000104,test_dark,test,FST_V_VI_Dark,/tmp/fedd_repo/ddi_labels/testing/test_dark/000104.npy,,False
000105,test_dark,test,FST_V_VI_Dark,/tmp/fedd_repo/ddi_labels/testing/test_dark/000105.npy,,False
000109,test_dark,test,FST_V_VI_Dark,/tmp/fedd_repo/ddi_labels/testing/test_dark/000109.npy,,False
000111,test_dark,test,FST_V_VI_Dark,/tmp/fedd_repo/ddi_labels/testing/test_dark/000111.npy,,False
000112,test_dark,test,FST_V_VI_Dark,/tmp/fedd_repo/ddi_labels/testing/test_dark/000112.npy,,False
000113,test_dark,test,FST_V_VI_Dark,/tmp/fedd_repo/ddi_labels/testing/test_dark/000113.npy,,False
000115,test_dark,test,FST_V_VI_Dark,/tmp/fedd_repo/ddi_labels/testing/test_dark/000115.npy,,False
000121,test_dark,test,FST_V_VI_Dark,/tmp/fedd_repo/ddi_labels/testing/test_dark/000121.npy,,False
000124,test_dark,test,FST_V_VI_Dark,/tmp/fedd_repo/ddi_labels/testing/test_dark/000124.npy,,False
000125,test_dark,test,FST_V_VI_Dark,/tmp/fedd_repo/ddi_labels/testing/test_dark/000125.npy,,False
000127,test_dark,test,FST_V_VI_Dark,/tmp/fedd_repo/ddi_labels/testing/test_dark/000127.npy,,False
000132,test_dark,test,FST_V_VI_Dark,/tmp/fedd_repo/ddi_labels/testing/test_dark/000132.npy,,False
000133,test_dark,test,FST_V_VI_Dark,/tmp/fedd_repo/ddi_labels/testing/test_dark/000133.npy,,False
000137,test_dark,test,FST_V_VI_Dark,/tmp/fedd_repo/ddi_labels/testing/test_dark/000137.npy,,False
000146,test_dark,test,FST_V_VI_Dark,/tmp/fedd_repo/ddi_labels/testing/test_dark/000146.npy,,False
000152,test_dark,test,FST_V_VI_Dark,/tmp/fedd_repo/ddi_labels/testing/test_dark/000152.npy,,False
000153,test_dark,test,FST_V_VI_Dark,/tmp/fedd_repo/ddi_labels/testing/test_dark/000153.npy,,False
000160,test_dark,test,FST_V_VI_Dark,/tmp/fedd_repo/ddi_labels/testing/test_dark/000160.npy,,False
000163,test_dark,test,FST_V_VI_Dark,/tmp/fedd_repo/ddi_labels/testing/test_dark/000163.npy,,False
000170,test_dark,test,FST_V_VI_Dark,/tmp/fedd_repo/ddi_labels/testing/test_dark/000170.npy,,False
000171,test_dark,test,FST_V_VI_Dark,/tmp/fedd_repo/ddi_labels/testing/test_dark/000171.npy,,False
000172,test_dark,test,FST_V_VI_Dark,/tmp/fedd_repo/ddi_labels/testing/test_dark/000172.npy,,False
000181,test_dark,test,FST_V_VI_Dark,/tmp/fedd_repo/ddi_labels/testing/test_dark/000181.npy,,False
000190,test_dark,test,FST_V_VI_Dark,/tmp/fedd_repo/ddi_labels/testing/test_dark/000190.npy,,False
000192,test_dark,test,FST_V_VI_Dark,/tmp/fedd_repo/ddi_labels/testing/test_dark/000192.npy,,False
000195,test_dark,test,FST_V_VI_Dark,/tmp/fedd_repo/ddi_labels/testing/test_dark/000195.npy,,False
000200,test_dark,test,FST_V_VI_Dark,/tmp/fedd_repo/ddi_labels/testing/test_dark/000200.npy,,False
000202,test_dark,test,FST_V_VI_Dark,/tmp/fedd_repo/ddi_labels/testing/test_dark/000202.npy,,False
000206,test_dark,test,FST_V_VI_Dark,/tmp/fedd_repo/ddi_labels/testing/test_dark/000206.npy,,False
000207,test_dark,test,FST_V_VI_Dark,/tmp/fedd_repo/ddi_labels/testing/test_dark/000207.npy,,False
000208,test_dark,test,FST_V_VI_Dark,/tmp/fedd_repo/ddi_labels/testing/test_dark/000208.npy,,False
000214,test_dark,test,FST_V_VI_Dark,/tmp/fedd_repo/ddi_labels/testing/test_dark/000214.npy,,False
000215,test_dark,test,FST_V_VI_Dark,/tmp/fedd_repo/ddi_labels/testing/test_dark/000215.npy,,False
000216,test_dark,test,FST_V_VI_Dark,/tmp/fedd_repo/ddi_labels/testing/test_dark/000216.npy,,False
000226,test_dark,test,FST_V_VI_Dark,/tmp/fedd_repo/ddi_labels/testing/test_dark/000226.npy,,False
000231,test_dark,test,FST_V_VI_Dark,/tmp/fedd_repo/ddi_labels/testing/test_dark/000231.npy,,False
000232,test_dark,test,FST_V_VI_Dark,/tmp/fedd_repo/ddi_labels/testing/test_dark/000232.npy,,False
000233,test_dark,test,FST_V_VI_Dark,/tmp/fedd_repo/ddi_labels/testing/test_dark/000233.npy,,False
000239,test_dark,test,FST_V_VI_Dark,/tmp/fedd_repo/ddi_labels/testing/test_dark/000239.npy,,False
000241,test_dark,test,FST_V_VI_Dark,/tmp/fedd_repo/ddi_labels/testing/test_dark/000241.npy,,False
000242,test_dark,test,FST_V_VI_Dark,/tmp/fedd_repo/ddi_labels/testing/test_dark/000242.npy,,False
000246,test_dark,test,FST_V_VI_Dark,/tmp/fedd_repo/ddi_labels/testing/test_dark/000246.npy,,False
000247,test_dark,test,FST_V_VI_Dark,/tmp/fedd_repo/ddi_labels/testing/test_dark/000247.npy,,False
000036,10%_train,adapt_train,Adaptation_Balanced,/tmp/fedd_repo/ddi_labels/training/10%/train/000036.npy,,False
000042,10%_train,adapt_train,Adaptation_Balanced,/tmp/fedd_repo/ddi_labels/training/10%/train/000042.npy,,False
000047,10%_train,adapt_train,Adaptation_Balanced,/tmp/fedd_repo/ddi_labels/training/10%/train/000047.npy,,False
000061,10%_train,adapt_train,Adaptation_Balanced,/tmp/fedd_repo/ddi_labels/training/10%/train/000061.npy,,False
000081,10%_train,adapt_train,Adaptation_Balanced,/tmp/fedd_repo/ddi_labels/training/10%/train/000081.npy,,False
000098,10%_train,adapt_train,Adaptation_Balanced,/tmp/fedd_repo/ddi_labels/training/10%/train/000098.npy,,False
000129,10%_train,adapt_train,Adaptation_Balanced,/tmp/fedd_repo/ddi_labels/training/10%/train/000129.npy,,False
000134,10%_train,adapt_train,Adaptation_Balanced,/tmp/fedd_repo/ddi_labels/training/10%/train/000134.npy,,False
000135,10%_train,adapt_train,Adaptation_Balanced,/tmp/fedd_repo/ddi_labels/training/10%/train/000135.npy,,False
000139,10%_train,adapt_train,Adaptation_Balanced,/tmp/fedd_repo/ddi_labels/training/10%/train/000139.npy,,False
000151,10%_train,adapt_train,Adaptation_Balanced,/tmp/fedd_repo/ddi_labels/training/10%/train/000151.npy,,False
000166,10%_train,adapt_train,Adaptation_Balanced,/tmp/fedd_repo/ddi_labels/training/10%/train/000166.npy,,False
000167,10%_train,adapt_train,Adaptation_Balanced,/tmp/fedd_repo/ddi_labels/training/10%/train/000167.npy,,False
000169,10%_train,adapt_train,Adaptation_Balanced,/tmp/fedd_repo/ddi_labels/training/10%/train/000169.npy,,False
000173,10%_train,adapt_train,Adaptation_Balanced,/tmp/fedd_repo/ddi_labels/training/10%/train/000173.npy,,False
000175,10%_train,adapt_train,Adaptation_Balanced,/tmp/fedd_repo/ddi_labels/training/10%/train/000175.npy,,False
000180,10%_train,adapt_train,Adaptation_Balanced,/tmp/fedd_repo/ddi_labels/training/10%/train/000180.npy,,False
000182,10%_train,adapt_train,Adaptation_Balanced,/tmp/fedd_repo/ddi_labels/training/10%/train/000182.npy,,False
000191,10%_train,adapt_train,Adaptation_Balanced,/tmp/fedd_repo/ddi_labels/training/10%/train/000191.npy,,False
000197,10%_train,adapt_train,Adaptation_Balanced,/tmp/fedd_repo/ddi_labels/training/10%/train/000197.npy,,False
000221,10%_train,adapt_train,Adaptation_Balanced,/tmp/fedd_repo/ddi_labels/training/10%/train/000221.npy,,False
000222,10%_train,adapt_train,Adaptation_Balanced,/tmp/fedd_repo/ddi_labels/training/10%/train/000222.npy,,False
000230,10%_train,adapt_train,Adaptation_Balanced,/tmp/fedd_repo/ddi_labels/training/10%/train/000230.npy,,False
000237,10%_train,adapt_train,Adaptation_Balanced,/tmp/fedd_repo/ddi_labels/training/10%/train/000237.npy,,False
000238,10%_train,adapt_train,Adaptation_Balanced,/tmp/fedd_repo/ddi_labels/training/10%/train/000238.npy,,False
000240,10%_train,adapt_train,Adaptation_Balanced,/tmp/fedd_repo/ddi_labels/training/10%/train/000240.npy,,False
000244,10%_train,adapt_train,Adaptation_Balanced,/tmp/fedd_repo/ddi_labels/training/10%/train/000244.npy,,False
000258,10%_train,adapt_train,Adaptation_Balanced,/tmp/fedd_repo/ddi_labels/training/10%/train/000258.npy,,False
000263,10%_train,adapt_train,Adaptation_Balanced,/tmp/fedd_repo/ddi_labels/training/10%/train/000263.npy,,False
000264,10%_train,adapt_train,Adaptation_Balanced,/tmp/fedd_repo/ddi_labels/training/10%/train/000264.npy,,False
000268,10%_train,adapt_train,Adaptation_Balanced,/tmp/fedd_repo/ddi_labels/training/10%/train/000268.npy,,False
000281,10%_train,adapt_train,Adaptation_Balanced,/tmp/fedd_repo/ddi_labels/training/10%/train/000281.npy,,False
000291,10%_train,adapt_train,Adaptation_Balanced,/tmp/fedd_repo/ddi_labels/training/10%/train/000291.npy,,False
000310,10%_train,adapt_train,Adaptation_Balanced,/tmp/fedd_repo/ddi_labels/training/10%/train/000310.npy,,False
000342,10%_train,adapt_train,Adaptation_Balanced,/tmp/fedd_repo/ddi_labels/training/10%/train/000342.npy,,False
000343,10%_train,adapt_train,Adaptation_Balanced,/tmp/fedd_repo/ddi_labels/training/10%/train/000343.npy,,False
000351,10%_train,adapt_train,Adaptation_Balanced,/tmp/fedd_repo/ddi_labels/training/10%/train/000351.npy,,False
000359,10%_train,adapt_train,Adaptation_Balanced,/tmp/fedd_repo/ddi_labels/training/10%/train/000359.npy,,False
000376,10%_train,adapt_train,Adaptation_Balanced,/tmp/fedd_repo/ddi_labels/training/10%/train/000376.npy,,False
000392,10%_train,adapt_train,Adaptation_Balanced,/tmp/fedd_repo/ddi_labels/training/10%/train/000392.npy,,False
000396,10%_train,adapt_train,Adaptation_Balanced,/tmp/fedd_repo/ddi_labels/training/10%/train/000396.npy,,False
000421,10%_train,adapt_train,Adaptation_Balanced,/tmp/fedd_repo/ddi_labels/training/10%/train/000421.npy,,False
000424,10%_train,adapt_train,Adaptation_Balanced,/tmp/fedd_repo/ddi_labels/training/10%/train/000424.npy,,False
000432,10%_train,adapt_train,Adaptation_Balanced,/tmp/fedd_repo/ddi_labels/training/10%/train/000432.npy,,False
000460,10%_train,adapt_train,Adaptation_Balanced,/tmp/fedd_repo/ddi_labels/training/10%/train/000460.npy,,False
000480,10%_train,adapt_train,Adaptation_Balanced,/tmp/fedd_repo/ddi_labels/training/10%/train/000480.npy,,False
000489,10%_train,adapt_train,Adaptation_Balanced,/tmp/fedd_repo/ddi_labels/training/10%/train/000489.npy,,False
