image_id,split,random_seed,dataset_version,image_filename,mask_filename,height,width,lesion_pixels,total_pixels,lesion_area_fraction
ISIC_0000021,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0000021.jpg,ISIC_0000021_segmentation.png,1129,1504,431267,1698016,0.254
ISIC_0000022,val,42,ISIC 2018 Task 1 Training (2594),ISIC_0000022.jpg,ISIC_0000022_segmentation.png,1129,1504,694575,1698016,0.4091
ISIC_0000023,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0000023.jpg,ISIC_0000023_segmentation.png,1129,1504,300761,1698016,0.1771
ISIC_0000024,val,42,ISIC 2018 Task 1 Training (2594),ISIC_0000024.jpg,ISIC_0000024_segmentation.png,1129,1504,565139,1698016,0.3328
ISIC_0000025,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0000025.jpg,ISIC_0000025_segmentation.png,1129,1504,333050,1698016,0.1961
ISIC_0000026,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0000026.jpg,ISIC_0000026_segmentation.png,1129,1504,906051,1698016,0.5336
ISIC_0000027,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0000027.jpg,ISIC_0000027_segmentation.png,1129,1504,323129,1698016,0.1903
ISIC_0000028,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0000028.jpg,ISIC_0000028_segmentation.png,1129,1504,407653,1698016,0.2401
ISIC_0000029,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0000029.jpg,ISIC_0000029_segmentation.png,1129,1504,658297,1698016,0.3877
ISIC_0000030,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0000030.jpg,ISIC_0000030_segmentation.png,1129,1503,844635,1696887,0.4978
ISIC_0000031,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0000031.jpg,ISIC_0000031_segmentation.png,1129,1504,553757,1698016,0.3261
ISIC_0000032,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0000032.jpg,ISIC_0000032_segmentation.png,1129,1504,559052,1698016,0.3292
ISIC_0000034,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0000034.jpg,ISIC_0000034_segmentation.png,1129,1504,349738,1698016,0.206
ISIC_0000035,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0000035.jpg,ISIC_0000035_segmentation.png,1129,1504,790488,1698016,0.4655
ISIC_0000036,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0000036.jpg,ISIC_0000036_segmentation.png,1129,1504,666158,1698016,0.3923
ISIC_0000037,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0000037.jpg,ISIC_0000037_segmentation.png,1129,1504,729776,1698016,0.4298
ISIC_0000038,val,42,ISIC 2018 Task 1 Training (2594),ISIC_0000038.jpg,ISIC_0000038_segmentation.png,1129,1504,887122,1698016,0.5224
ISIC_0000039,val,42,ISIC 2018 Task 1 Training (2594),ISIC_0000039.jpg,ISIC_0000039_segmentation.png,1129,1504,375622,1698016,0.2212
ISIC_0000040,val,42,ISIC 2018 Task 1 Training (2594),ISIC_0000040.jpg,ISIC_0000040_segmentation.png,1129,1504,456060,1698016,0.2686
ISIC_0000041,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0000041.jpg,ISIC_0000041_segmentation.png,1129,1504,117643,1698016,0.0693
ISIC_0000042,val,42,ISIC 2018 Task 1 Training (2594),ISIC_0000042.jpg,ISIC_0000042_segmentation.png,1129,1504,569203,1698016,0.3352
ISIC_0000043,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0000043.jpg,ISIC_0000043_segmentation.png,1129,1504,696187,1698016,0.41
ISIC_0000044,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0000044.jpg,ISIC_0000044_segmentation.png,1129,1504,866075,1698016,0.5101
ISIC_0000045,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0000045.jpg,ISIC_0000045_segmentation.png,1129,1504,546475,1698016,0.3218
ISIC_0000046,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0000046.jpg,ISIC_0000046_segmentation.png,1129,1504,646256,1698016,0.3806
ISIC_0000047,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0000047.jpg,ISIC_0000047_segmentation.png,1129,1504,419095,1698016,0.2468
ISIC_0000048,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0000048.jpg,ISIC_0000048_segmentation.png,1129,1504,216375,1698016,0.1274
ISIC_0000049,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0000049.jpg,ISIC_0000049_segmentation.png,1129,1504,1113674,1698016,0.6559
ISIC_0000050,val,42,ISIC 2018 Task 1 Training (2594),ISIC_0000050.jpg,ISIC_0000050_segmentation.png,1129,1504,478932,1698016,0.2821
ISIC_0000051,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0000051.jpg,ISIC_0000051_segmentation.png,1129,1504,487859,1698016,0.2873
ISIC_0000052,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0000052.jpg,ISIC_0000052_segmentation.png,1129,1504,1048706,1698016,0.6176
ISIC_0000053,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0000053.jpg,ISIC_0000053_segmentation.png,1129,1504,939662,1698016,0.5534
ISIC_0000054,val,42,ISIC 2018 Task 1 Training (2594),ISIC_0000054.jpg,ISIC_0000054_segmentation.png,1129,1504,359096,1698016,0.2115
ISIC_0000055,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0000055.jpg,ISIC_0000055_segmentation.png,1129,1504,716401,1698016,0.4219
ISIC_0000056,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0000056.jpg,ISIC_0000056_segmentation.png,1129,1504,844468,1698016,0.4973
ISIC_0000057,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0000057.jpg,ISIC_0000057_segmentation.png,1129,1504,333218,1698016,0.1962
ISIC_0000058,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0000058.jpg,ISIC_0000058_segmentation.png,1129,1504,803772,1698016,0.4734
ISIC_0000059,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0000059.jpg,ISIC_0000059_segmentation.png,1129,1504,725578,1698016,0.4273
ISIC_0000060,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0000060.jpg,ISIC_0000060_segmentation.png,1129,1504,857785,1698016,0.5052
ISIC_0000061,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0000061.jpg,ISIC_0000061_segmentation.png,1129,1504,543000,1698016,0.3198
ISIC_0000062,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0000062.jpg,ISIC_0000062_segmentation.png,1129,1504,139452,1698016,0.0821
ISIC_0000063,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0000063.jpg,ISIC_0000063_segmentation.png,1129,1504,735276,1698016,0.433
ISIC_0000064,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0000064.jpg,ISIC_0000064_segmentation.png,1129,1504,573651,1698016,0.3378
ISIC_0000065,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0000065.jpg,ISIC_0000065_segmentation.png,1129,1504,437113,1698016,0.2574
ISIC_0000066,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0000066.jpg,ISIC_0000066_segmentation.png,722,962,351650,694564,0.5063
ISIC_0000067,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0000067.jpg,ISIC_0000067_segmentation.png,722,962,191824,694564,0.2762
ISIC_0000068,val,42,ISIC 2018 Task 1 Training (2594),ISIC_0000068.jpg,ISIC_0000068_segmentation.png,722,962,252687,694564,0.3638
ISIC_0000069,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0000069.jpg,ISIC_0000069_segmentation.png,767,1022,102704,783874,0.131
ISIC_0000071,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0000071.jpg,ISIC_0000071_segmentation.png,767,1022,70619,783874,0.0901
ISIC_0000072,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0000072.jpg,ISIC_0000072_segmentation.png,767,1022,96534,783874,0.1231
ISIC_0000073,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0000073.jpg,ISIC_0000073_segmentation.png,767,1022,269618,783874,0.344
ISIC_0000074,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0000074.jpg,ISIC_0000074_segmentation.png,767,1022,290818,783874,0.371
ISIC_0000075,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0000075.jpg,ISIC_0000075_segmentation.png,767,1022,485147,783874,0.6189
ISIC_0000077,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0000077.jpg,ISIC_0000077_segmentation.png,1129,1504,704081,1698016,0.4146
ISIC_0000078,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0000078.jpg,ISIC_0000078_segmentation.png,1129,1504,190555,1698016,0.1122
ISIC_0000079,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0000079.jpg,ISIC_0000079_segmentation.png,1129,1504,101028,1698016,0.0595
ISIC_0000080,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0000080.jpg,ISIC_0000080_segmentation.png,1944,2592,933866,5038848,0.1853
ISIC_0000081,val,42,ISIC 2018 Task 1 Training (2594),ISIC_0000081.jpg,ISIC_0000081_segmentation.png,1536,2048,358896,3145728,0.1141
ISIC_0000082,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0000082.jpg,ISIC_0000082_segmentation.png,1536,2048,814134,3145728,0.2588
ISIC_0000085,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0000085.jpg,ISIC_0000085_segmentation.png,1536,2048,405093,3145728,0.1288
ISIC_0000086,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0000086.jpg,ISIC_0000086_segmentation.png,1944,2592,1183945,5038848,0.235
ISIC_0000087,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0000087.jpg,ISIC_0000087_segmentation.png,1536,2048,1217582,3145728,0.3871
ISIC_0000088,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0000088.jpg,ISIC_0000088_segmentation.png,1536,2048,693024,3145728,0.2203
ISIC_0000089,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0000089.jpg,ISIC_0000089_segmentation.png,1536,2048,387423,3145728,0.1232
ISIC_0000091,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0000091.jpg,ISIC_0000091_segmentation.png,1536,2048,433786,3145728,0.1379
ISIC_0000092,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0000092.jpg,ISIC_0000092_segmentation.png,1536,2048,275198,3145728,0.0875
ISIC_0000093,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0000093.jpg,ISIC_0000093_segmentation.png,1536,2048,344051,3145728,0.1094
ISIC_0000094,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0000094.jpg,ISIC_0000094_segmentation.png,1536,2048,187740,3145728,0.0597
ISIC_0000095,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0000095.jpg,ISIC_0000095_segmentation.png,1536,2048,244944,3145728,0.0779
ISIC_0000096,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0000096.jpg,ISIC_0000096_segmentation.png,1536,2048,866202,3145728,0.2754
ISIC_0000097,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0000097.jpg,ISIC_0000097_segmentation.png,1536,2048,765883,3145728,0.2435
ISIC_0000098,val,42,ISIC 2018 Task 1 Training (2594),ISIC_0000098.jpg,ISIC_0000098_segmentation.png,1536,2048,70880,3145728,0.0225
ISIC_0000099,val,42,ISIC 2018 Task 1 Training (2594),ISIC_0000099.jpg,ISIC_0000099_segmentation.png,1536,2048,1254952,3145728,0.3989
ISIC_0000100,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0000100.jpg,ISIC_0000100_segmentation.png,1704,2272,1493566,3871488,0.3858
ISIC_0000101,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0000101.jpg,ISIC_0000101_segmentation.png,1704,2272,1509448,3871488,0.3899
ISIC_0000102,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0000102.jpg,ISIC_0000102_segmentation.png,1536,2048,88639,3145728,0.0282
ISIC_0000103,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0000103.jpg,ISIC_0000103_segmentation.png,1536,2048,1239383,3145728,0.394
ISIC_0000104,val,42,ISIC 2018 Task 1 Training (2594),ISIC_0000104.jpg,ISIC_0000104_segmentation.png,1536,2048,746520,3145728,0.2373
ISIC_0000105,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0000105.jpg,ISIC_0000105_segmentation.png,1944,2592,363733,5038848,0.0722
ISIC_0000107,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0000107.jpg,ISIC_0000107_segmentation.png,1536,2048,615438,3145728,0.1956
ISIC_0000108,val,42,ISIC 2018 Task 1 Training (2594),ISIC_0000108.jpg,ISIC_0000108_segmentation.png,1536,2048,586814,3145728,0.1865
ISIC_0000109,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0000109.jpg,ISIC_0000109_segmentation.png,1536,2048,1117827,3145728,0.3553
ISIC_0000110,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0000110.jpg,ISIC_0000110_segmentation.png,1536,2048,331872,3145728,0.1055
ISIC_0000111,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0000111.jpg,ISIC_0000111_segmentation.png,1536,2048,1897950,3145728,0.6033
ISIC_0000112,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0000112.jpg,ISIC_0000112_segmentation.png,1536,2048,637524,3145728,0.2027
ISIC_0000113,val,42,ISIC 2018 Task 1 Training (2594),ISIC_0000113.jpg,ISIC_0000113_segmentation.png,2112,2816,1074586,5947392,0.1807
ISIC_0000115,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0000115.jpg,ISIC_0000115_segmentation.png,1536,2048,680824,3145728,0.2164
ISIC_0000116,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0000116.jpg,ISIC_0000116_segmentation.png,1536,2048,1136881,3145728,0.3614
ISIC_0000117,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0000117.jpg,ISIC_0000117_segmentation.png,1536,2048,721904,3145728,0.2295
ISIC_0000119,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0000119.jpg,ISIC_0000119_segmentation.png,1536,2048,533631,3145728,0.1696
ISIC_0000120,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0000120.jpg,ISIC_0000120_segmentation.png,1536,2048,1325982,3145728,0.4215
ISIC_0000121,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0000121.jpg,ISIC_0000121_segmentation.png,1536,2048,868625,3145728,0.2761
ISIC_0000122,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0000122.jpg,ISIC_0000122_segmentation.png,1536,2048,1229010,3145728,0.3907
ISIC_0000123,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0000123.jpg,ISIC_0000123_segmentation.png,1536,2048,588232,3145728,0.187
ISIC_0000124,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0000124.jpg,ISIC_0000124_segmentation.png,1536,2048,758493,3145728,0.2411
ISIC_0000125,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0000125.jpg,ISIC_0000125_segmentation.png,1536,2048,45736,3145728,0.0145
ISIC_0000126,val,42,ISIC 2018 Task 1 Training (2594),ISIC_0000126.jpg,ISIC_0000126_segmentation.png,1536,2048,801828,3145728,0.2549
ISIC_0000127,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0000127.jpg,ISIC_0000127_segmentation.png,1536,2048,1350688,3145728,0.4294
ISIC_0000128,val,42,ISIC 2018 Task 1 Training (2594),ISIC_0000128.jpg,ISIC_0000128_segmentation.png,1536,2048,477328,3145728,0.1517
ISIC_0000129,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0000129.jpg,ISIC_0000129_segmentation.png,1536,2048,294124,3145728,0.0935
ISIC_0000131,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0000131.jpg,ISIC_0000131_segmentation.png,1536,2048,818564,3145728,0.2602
ISIC_0000132,val,42,ISIC 2018 Task 1 Training (2594),ISIC_0000132.jpg,ISIC_0000132_segmentation.png,1536,2048,143932,3145728,0.0458
ISIC_0000133,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0000133.jpg,ISIC_0000133_segmentation.png,1536,2048,446727,3145728,0.142
ISIC_0000134,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0000134.jpg,ISIC_0000134_segmentation.png,1536,2048,282699,3145728,0.0899
ISIC_0000135,val,42,ISIC 2018 Task 1 Training (2594),ISIC_0000135.jpg,ISIC_0000135_segmentation.png,1704,2272,391811,3871488,0.1012
ISIC_0000136,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0000136.jpg,ISIC_0000136_segmentation.png,1536,2048,1617095,3145728,0.5141
ISIC_0000137,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0000137.jpg,ISIC_0000137_segmentation.png,1536,2048,774924,3145728,0.2463
ISIC_0000138,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0000138.jpg,ISIC_0000138_segmentation.png,1536,2048,565102,3145728,0.1796
ISIC_0000139,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0000139.jpg,ISIC_0000139_segmentation.png,2112,2816,1592409,5947392,0.2677
ISIC_0000140,val,42,ISIC 2018 Task 1 Training (2594),ISIC_0000140.jpg,ISIC_0000140_segmentation.png,2112,2816,2068369,5947392,0.3478
ISIC_0000141,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0000141.jpg,ISIC_0000141_segmentation.png,1536,2048,540903,3145728,0.1719
ISIC_0000142,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0000142.jpg,ISIC_0000142_segmentation.png,1536,2048,1139816,3145728,0.3623
ISIC_0000143,val,42,ISIC 2018 Task 1 Training (2594),ISIC_0000143.jpg,ISIC_0000143_segmentation.png,1944,2592,1401944,5038848,0.2782
ISIC_0000145,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0000145.jpg,ISIC_0000145_segmentation.png,1536,2048,957679,3145728,0.3044
ISIC_0000146,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0000146.jpg,ISIC_0000146_segmentation.png,1536,2048,1164950,3145728,0.3703
ISIC_0000147,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0000147.jpg,ISIC_0000147_segmentation.png,1536,2048,1537501,3145728,0.4888
ISIC_0000148,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0000148.jpg,ISIC_0000148_segmentation.png,2112,2816,878038,5947392,0.1476
ISIC_0000149,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0000149.jpg,ISIC_0000149_segmentation.png,1536,2048,1629610,3145728,0.518
ISIC_0000150,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0000150.jpg,ISIC_0000150_segmentation.png,1536,2048,1017241,3145728,0.3234
ISIC_0000151,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0000151.jpg,ISIC_0000151_segmentation.png,1536,2048,312451,3145728,0.0993
ISIC_0000152,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0000152.jpg,ISIC_0000152_segmentation.png,1944,2592,1140869,5038848,0.2264
ISIC_0000153,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0000153.jpg,ISIC_0000153_segmentation.png,1944,2592,1406970,5038848,0.2792
ISIC_0000154,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0000154.jpg,ISIC_0000154_segmentation.png,1536,2048,312482,3145728,0.0993
ISIC_0000155,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0000155.jpg,ISIC_0000155_segmentation.png,1536,2048,1516518,3145728,0.4821
ISIC_0000156,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0000156.jpg,ISIC_0000156_segmentation.png,1536,2048,988194,3145728,0.3141
ISIC_0000157,val,42,ISIC 2018 Task 1 Training (2594),ISIC_0000157.jpg,ISIC_0000157_segmentation.png,629,963,201985,605727,0.3335
ISIC_0000159,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0000159.jpg,ISIC_0000159_segmentation.png,724,965,266871,698660,0.382
ISIC_0000160,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0000160.jpg,ISIC_0000160_segmentation.png,540,722,277226,389880,0.7111
ISIC_0000161,val,42,ISIC 2018 Task 1 Training (2594),ISIC_0000161.jpg,ISIC_0000161_segmentation.png,674,962,318679,648388,0.4915
ISIC_0000162,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0000162.jpg,ISIC_0000162_segmentation.png,640,964,255651,616960,0.4144
ISIC_0000163,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0000163.jpg,ISIC_0000163_segmentation.png,649,965,184908,626285,0.2952
ISIC_0000164,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0000164.jpg,ISIC_0000164_segmentation.png,638,959,211373,611842,0.3455
ISIC_0000165,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0000165.jpg,ISIC_0000165_segmentation.png,649,961,71112,623689,0.114
ISIC_0000166,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0000166.jpg,ISIC_0000166_segmentation.png,542,722,193477,391324,0.4944
ISIC_0000167,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0000167.jpg,ISIC_0000167_segmentation.png,624,965,161205,602160,0.2677
ISIC_0000169,val,42,ISIC 2018 Task 1 Training (2594),ISIC_0000169.jpg,ISIC_0000169_segmentation.png,542,722,110269,391324,0.2818
ISIC_0000170,val,42,ISIC 2018 Task 1 Training (2594),ISIC_0000170.jpg,ISIC_0000170_segmentation.png,542,722,150747,391324,0.3852
ISIC_0000171,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0000171.jpg,ISIC_0000171_segmentation.png,720,964,285600,694080,0.4115
ISIC_0000172,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0000172.jpg,ISIC_0000172_segmentation.png,674,962,232278,648388,0.3582
ISIC_0000173,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0000173.jpg,ISIC_0000173_segmentation.png,545,722,132036,393490,0.3356
ISIC_0000175,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0000175.jpg,ISIC_0000175_segmentation.png,638,966,138360,616308,0.2245
ISIC_0000176,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0000176.jpg,ISIC_0000176_segmentation.png,1127,944,181374,1063888,0.1705
ISIC_0000177,val,42,ISIC 2018 Task 1 Training (2594),ISIC_0000177.jpg,ISIC_0000177_segmentation.png,703,1069,92016,751507,0.1224
ISIC_0000179,val,42,ISIC 2018 Task 1 Training (2594),ISIC_0000179.jpg,ISIC_0000179_segmentation.png,1043,1502,646028,1566586,0.4124
ISIC_0000181,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0000181.jpg,ISIC_0000181_segmentation.png,1051,1502,339824,1578602,0.2153
ISIC_0000182,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0000182.jpg,ISIC_0000182_segmentation.png,1051,1502,421368,1578602,0.2669
ISIC_0000183,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0000183.jpg,ISIC_0000183_segmentation.png,705,1079,349896,760695,0.46
ISIC_0000184,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0000184.jpg,ISIC_0000184_segmentation.png,707,1057,306854,747299,0.4106
ISIC_0000185,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0000185.jpg,ISIC_0000185_segmentation.png,705,1045,205518,736725,0.279
ISIC_0000186,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0000186.jpg,ISIC_0000186_segmentation.png,702,1064,78628,746928,0.1053
ISIC_0000187,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0000187.jpg,ISIC_0000187_segmentation.png,542,722,317960,391324,0.8125
ISIC_0000188,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0000188.jpg,ISIC_0000188_segmentation.png,1036,1502,909708,1556072,0.5846
ISIC_0000189,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0000189.jpg,ISIC_0000189_segmentation.png,1051,1502,643788,1578602,0.4078
ISIC_0000190,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0000190.jpg,ISIC_0000190_segmentation.png,543,722,236130,392046,0.6023
ISIC_0000191,val,42,ISIC 2018 Task 1 Training (2594),ISIC_0000191.jpg,ISIC_0000191_segmentation.png,1051,1502,206529,1578602,0.1308
ISIC_0000192,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0000192.jpg,ISIC_0000192_segmentation.png,1051,1502,833214,1578602,0.5278
ISIC_0000193,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0000193.jpg,ISIC_0000193_segmentation.png,704,1057,228547,744128,0.3071
ISIC_0000196,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0000196.jpg,ISIC_0000196_segmentation.png,1036,1494,494876,1547784,0.3197
ISIC_0000197,train,42,ISIC 2018 Task 1 Training (2594),ISIC_0000197.jpg,ISIC_0000197_segmentation.png,1051,1502,476865,1578602,0.3021
